timestamp,x,y,z,qx,qy,qz,qw
431097.860512,0.001482,0.004554,0.003668,0.176679,0.219124,0.718776,-0.635712
431097.877180,0.001495,0.004716,0.003812,0.174907,0.219250,0.718694,-0.636251
431097.893848,0.001454,0.004915,0.004034,0.173106,0.219106,0.718507,-0.637004
431097.910516,0.001240,0.005059,0.004522,0.171285,0.218780,0.718190,-0.637965
431097.927184,0.001139,0.005223,0.004883,0.170500,0.218031,0.718060,-0.638579
431097.943852,0.001131,0.005418,0.005224,0.169654,0.217447,0.718109,-0.638947
431097.960519,0.001183,0.005676,0.005618,0.168205,0.216995,0.718380,-0.639179
431097.977187,0.001260,0.006001,0.006084,0.166240,0.216391,0.718797,-0.639430
431097.993855,0.001330,0.006367,0.006593,0.164281,0.215356,0.719267,-0.639756
431098.010523,0.001379,0.006730,0.007091,0.162319,0.214307,0.719481,-0.640369
431098.027191,0.001387,0.007070,0.007533,0.161389,0.212942,0.719671,-0.640846
431098.043859,0.001151,0.007405,0.008118,0.160693,0.211760,0.719578,-0.641516
431098.060527,0.001042,0.007687,0.008583,0.159870,0.210659,0.719365,-0.642323
431098.077195,0.001006,0.007940,0.009001,0.158917,0.209365,0.719279,-0.643078
431098.093863,0.001018,0.008161,0.009331,0.158235,0.208374,0.719333,-0.643508
431098.110531,0.000935,0.008338,0.009629,0.157726,0.207834,0.719398,-0.643735
431098.127199,0.000923,0.008443,0.009738,0.158181,0.207401,0.719481,-0.643670
431098.143867,0.000941,0.008493,0.009758,0.158731,0.207175,0.719461,-0.643629
431098.160535,0.000989,0.008511,0.009740,0.159075,0.207128,0.719460,-0.643560
431098.177203,0.001062,0.008521,0.009689,0.159144,0.207364,0.719452,-0.643477
431098.193871,0.001153,0.008527,0.009617,0.159093,0.207691,0.719434,-0.643403
431098.210539,0.000918,0.008393,0.009563,0.158434,0.208164,0.719445,-0.643402
431098.227206,0.000887,0.008336,0.009493,0.158363,0.208292,0.719402,-0.643426
431098.243874,0.000920,0.008301,0.009400,0.158383,0.208461,0.719390,-0.643379
431098.260542,0.000980,0.008258,0.009272,0.158617,0.208708,0.719436,-0.643190
431098.277210,0.001050,0.008207,0.009116,0.159061,0.209024,0.719470,-0.642939
431098.293878,0.001110,0.008156,0.008963,0.159480,0.209295,0.719468,-0.642750
431098.310546,0.001127,0.008103,0.008806,0.159270,0.209815,0.719420,-0.642686
431098.327214,0.001100,0.008052,0.008662,0.159627,0.210120,0.719172,-0.642775
431098.343882,0.000898,0.007866,0.008611,0.159985,0.210511,0.718800,-0.642975
431098.360550,0.000748,0.007775,0.008538,0.160366,0.210792,0.718412,-0.643222
431098.377218,0.000619,0.007742,0.008512,0.160553,0.210836,0.718103,-0.643505
431098.393886,0.000500,0.007751,0.008545,0.160493,0.210631,0.717906,-0.643807
431098.410554,0.000377,0.007772,0.008582,0.159802,0.210499,0.717916,-0.644011
431098.427222,0.000273,0.007793,0.008606,0.160255,0.210100,0.717849,-0.644103
431098.443890,0.000067,0.007771,0.008833,0.160774,0.209744,0.717808,-0.644136
431098.460558,-0.000059,0.007811,0.008983,0.160911,0.209407,0.717819,-0.644198
431098.477225,-0.000172,0.007911,0.009162,0.160492,0.209096,0.717811,-0.644413
431098.493893,-0.000302,0.008054,0.009371,0.159806,0.208787,0.717700,-0.644807
431098.510561,-0.000732,0.008143,0.009526,0.158863,0.208379,0.717447,-0.645454
431098.527229,-0.000995,0.008271,0.009673,0.158971,0.207756,0.717200,-0.645902
431098.543897,-0.001174,0.008397,0.009805,0.159485,0.206985,0.717011,-0.646233
431098.560565,-0.001287,0.008529,0.009945,0.160008,0.206262,0.716957,-0.646394
431098.577233,-0.001333,0.008687,0.010111,0.160253,0.205624,0.717085,-0.646396
431098.593901,-0.001327,0.008875,0.010305,0.160171,0.205042,0.717328,-0.646331
431098.610569,-0.001541,0.008950,0.010575,0.159323,0.204475,0.717654,-0.646358
431098.627237,-0.001604,0.009126,0.010884,0.158429,0.203822,0.717773,-0.646652
431098.643905,-0.001618,0.009329,0.011212,0.157323,0.203138,0.717808,-0.647098
431098.660573,-0.001598,0.009526,0.011523,0.156178,0.202592,0.717804,-0.647551
431098.677241,-0.001530,0.009723,0.011812,0.154923,0.202358,0.717828,-0.647899
431098.693909,-0.001407,0.009948,0.012102,0.153599,0.202318,0.717975,-0.648064
431098.710576,-0.001238,0.010203,0.012393,0.152142,0.201928,0.718420,-0.648035
431098.727244,-0.001022,0.010487,0.012726,0.151165,0.201274,0.718863,-0.647977
431098.743912,-0.001127,0.010677,0.013066,0.150217,0.200412,0.719479,-0.647781
431098.760580,-0.000970,0.010981,0.013478,0.149287,0.199222,0.720258,-0.647496
431098.777248,-0.000725,0.011363,0.013975,0.148028,0.197839,0.721001,-0.647383
431098.793916,-0.000477,0.011804,0.014549,0.146116,0.196549,0.721510,-0.647644
431098.810584,-0.000269,0.012284,0.015174,0.143150,0.195718,0.721879,-0.648146
431098.827252,-0.000069,0.012786,0.015842,0.140375,0.195032,0.721933,-0.648899
431098.843920,0.000054,0.013213,0.016734,0.137940,0.193998,0.721917,-0.649748
431098.860588,0.000261,0.013678,0.017534,0.135776,0.192714,0.722040,-0.650449
431098.877256,0.000517,0.014218,0.018427,0.133028,0.191173,0.722315,-0.651166
431098.893924,0.000784,0.014849,0.019503,0.129302,0.189113,0.722665,-0.652129
431098.910592,0.001034,0.015541,0.020711,0.124728,0.186675,0.723006,-0.653343
431098.927260,0.001308,0.016257,0.021947,0.121064,0.184125,0.723405,-0.654314
431098.943928,0.001521,0.017161,0.023205,0.118479,0.181267,0.724008,-0.654918
431098.960596,0.001836,0.018018,0.024453,0.116271,0.178271,0.724697,-0.655374
431098.977263,0.002168,0.018881,0.025741,0.113995,0.175178,0.725358,-0.655876
431098.993931,0.002505,0.019755,0.027066,0.111638,0.172226,0.726057,-0.656289
431099.010599,0.002733,0.020613,0.028192,0.108804,0.169367,0.726886,-0.656592
431099.027267,0.003036,0.021524,0.029476,0.106308,0.166498,0.727906,-0.656605
431099.043935,0.003340,0.022425,0.030779,0.104106,0.163359,0.728880,-0.656665
431099.060603,0.003609,0.023283,0.032049,0.102084,0.160372,0.729621,-0.656897
431099.077271,0.003815,0.024106,0.033264,0.099958,0.157808,0.730091,-0.657322
431099.093939,0.003952,0.024882,0.034413,0.097481,0.155754,0.730342,-0.657905
431099.110607,0.004028,0.025599,0.035441,0.094297,0.154523,0.730419,-0.658573
431099.127275,0.004070,0.026251,0.036329,0.092212,0.153414,0.730545,-0.658988
431099.143943,0.003996,0.026835,0.037080,0.090958,0.152275,0.730734,-0.659217
431099.160611,0.003954,0.027304,0.037637,0.090691,0.150795,0.730925,-0.659382
431099.177279,0.003894,0.027652,0.037994,0.091114,0.149481,0.730953,-0.659592
431099.193947,0.003807,0.027898,0.038140,0.091763,0.148968,0.730706,-0.659891
431099.210615,0.003342,0.027752,0.038050,0.091303,0.149815,0.730292,-0.660222
431099.227283,0.003071,0.027768,0.037887,0.091030,0.150988,0.729898,-0.660428
431099.243950,0.002833,0.027784,0.037612,0.090670,0.152441,0.729367,-0.660730
431099.260618,0.002593,0.027725,0.037202,0.090611,0.154128,0.728658,-0.661129
431099.277286,0.002372,0.027569,0.036655,0.090957,0.156049,0.727852,-0.661518
431099.293954,0.002189,0.027335,0.036004,0.091572,0.158246,0.727104,-0.661734
431099.310622,0.002062,0.027048,0.035287,0.091603,0.160779,0.726337,-0.661962
431099.327290,0.002000,0.026741,0.034566,0.092583,0.162827,0.725837,-0.661874
431099.343958,0.001726,0.025690,0.033958,0.093690,0.164700,0.725487,-0.661638
431099.360626,0.001666,0.025141,0.033336,0.094678,0.166434,0.725335,-0.661230
431099.377294,0.001665,0.024791,0.032723,0.095755,0.168053,0.725197,-0.660817
431099.393962,0.001666,0.024550,0.032164,0.096795,0.169640,0.724913,-0.660571
431099.410630,0.001673,0.024404,0.031720,0.096665,0.171042,0.724331,-0.660867
431099.427298,0.001676,0.024394,0.031520,0.096309,0.172279,0.723896,-0.661074
431099.443965,0.001273,0.023722,0.031485,0.095217,0.173003,0.723570,-0.661400
431099.460634,0.001116,0.023624,0.031692,0.094101,0.172756,0.723447,-0.661759
431099.477301,0.001007,0.023712,0.032004,0.093455,0.171774,0.723318,-0.662247
431099.493969,0.000891,0.023856,0.032375,0.092953,0.170592,0.723094,-0.662867
431099.510637,0.000783,0.024028,0.032773,0.091588,0.169098,0.722775,-0.663788
431099.527305,0.000671,0.024242,0.033225,0.090504,0.168174,0.722586,-0.664376
431099.543973,0.000286,0.024303,0.033690,0.089262,0.167580,0.722384,-0.664914
431099.560641,0.000044,0.024450,0.034069,0.088273,0.166950,0.722161,-0.665447
431099.577309,-0.000175,0.024577,0.034341,0.087721,0.166408,0.721814,-0.666031
431099.593977,-0.000387,0.024652,0.034496,0.087574,0.166090,0.721419,-0.666558
431099.610645,-0.000629,0.024538,0.034423,0.086778,0.165922,0.720949,-0.667212
431099.627313,-0.000877,0.024532,0.034422,0.085895,0.166500,0.720639,-0.667517
431099.643981,-0.001176,0.024524,0.034368,0.085097,0.167197,0.720289,-0.667823
431099.660649,-0.001535,0.024445,0.034176,0.085279,0.167821,0.719838,-0.668130
431099.677317,-0.001926,0.024275,0.033853,0.086554,0.168283,0.719337,-0.668388
431099.693985,-0.002302,0.024052,0.033490,0.088189,0.168664,0.718919,-0.668529
431099.710653,-0.002991,0.023694,0.032961,0.088802,0.169102,0.718699,-0.668573
431099.727321,-0.003449,0.023454,0.032610,0.089235,0.170030,0.718485,-0.668510
431099.743988,-0.003857,0.023291,0.032380,0.088765,0.171107,0.718247,-0.668554
431099.760656,-0.004296,0.023177,0.032253,0.087834,0.171983,0.717907,-0.668817
431099.777324,-0.004799,0.023086,0.032191,0.087079,0.172464,0.717369,-0.669369
431099.793992,-0.005352,0.023001,0.032164,0.086846,0.172537,0.716675,-0.670124
431099.810660,-0.005909,0.022917,0.032175,0.086970,0.172265,0.715927,-0.670977
431099.827328,-0.006420,0.022844,0.032215,0.086544,0.171490,0.715374,-0.671820
431099.843996,-0.006852,0.022828,0.032343,0.086275,0.171065,0.715013,-0.672347
431099.860664,-0.007205,0.022540,0.032442,0.085620,0.170886,0.714873,-0.672625
431099.877332,-0.007507,0.022489,0.032570,0.085290,0.170537,0.714860,-0.672768
431099.894000,-0.007770,0.022515,0.032660,0.085426,0.170109,0.714857,-0.672863
431099.910668,-0.007994,0.022564,0.032714,0.085481,0.169492,0.714964,-0.672898
431099.927336,-0.008173,0.022644,0.032800,0.085389,0.169299,0.714988,-0.672933
431099.944004,-0.008498,0.022643,0.032861,0.084620,0.169631,0.714937,-0.673001
431099.960672,-0.008716,0.022718,0.032981,0.083889,0.169706,0.714839,-0.673177
431099.977340,-0.008907,0.022786,0.033101,0.083486,0.169479,0.714612,-0.673525
431099.994008,-0.009068,0.022818,0.033188,0.083539,0.168937,0.714360,-0.673922
431100.010675,-0.009179,0.022808,0.033222,0.083754,0.168510,0.714193,-0.674180
431100.027343,-0.008916,0.022687,0.032789,0.084501,0.167637,0.713789,-0.674732
431100.044011,-0.008839,0.022591,0.032510,0.084922,0.167963,0.713667,-0.674727
431100.060679,-0.008823,0.022484,0.032244,0.085077,0.168806,0.713522,-0.674651
431100.077347,-0.008826,0.022371,0.032009,0.084989,0.169612,0.713363,-0.674627
431100.094015,-0.008821,0.022267,0.031820,0.084913,0.169921,0.713283,-0.674644
431100.110683,-0.008787,0.022161,0.031643,0.085136,0.169923,0.713303,-0.674594
431100.127351,-0.008907,0.021844,0.031443,0.085711,0.170036,0.713527,-0.674256
431100.144019,-0.008888,0.021661,0.031189,0.086625,0.170378,0.713683,-0.673888
431100.160687,-0.008857,0.021537,0.030914,0.087217,0.171196,0.713684,-0.673602
431100.177355,-0.008852,0.021453,0.030650,0.087315,0.172345,0.713472,-0.673522
431100.194023,-0.008865,0.021400,0.030448,0.086965,0.173388,0.713179,-0.673609
431100.210691,-0.008874,0.021360,0.030304,0.086609,0.174108,0.712935,-0.673728
431100.227359,-0.008854,0.021223,0.030148,0.086742,0.174548,0.712872,-0.673664
431100.244027,-0.008820,0.021149,0.030043,0.086966,0.174767,0.712757,-0.673699
431100.260694,-0.008799,0.021101,0.029935,0.087225,0.175083,0.712575,-0.673776
431100.277362,-0.008788,0.021065,0.029800,0.087526,0.175618,0.712295,-0.673894
431100.294030,-0.008767,0.021044,0.029636,0.087898,0.176354,0.712047,-0.673915
431100.310698,-0.008720,0.021039,0.029454,0.088662,0.177196,0.711954,-0.673693
431100.327366,-0.008658,0.021030,0.029226,0.089010,0.178156,0.711950,-0.673398
431100.344034,-0.008416,0.020973,0.028900,0.089488,0.179330,0.711856,-0.673123
431100.360702,-0.008312,0.020869,0.028492,0.090489,0.180807,0.711851,-0.672598
431100.377370,-0.008247,0.020725,0.027978,0.091874,0.182680,0.711884,-0.671869
431100.394038,-0.008170,0.020560,0.027377,0.093455,0.184891,0.712100,-0.670816
431100.410706,-0.008057,0.020375,0.026701,0.095642,0.187445,0.712599,-0.669268
431100.427374,-0.007891,0.020154,0.025927,0.098242,0.190115,0.713225,-0.667469
431100.444042,-0.007726,0.019714,0.025052,0.101286,0.193161,0.713752,-0.665574
431100.460710,-0.007485,0.019392,0.024165,0.104910,0.196161,0.714626,-0.663193
431100.477378,-0.007157,0.019111,0.023269,0.109284,0.198712,0.715786,-0.660470
431100.494045,-0.006716,0.018838,0.022352,0.114406,0.200552,0.717256,-0.657445
431100.510714,-0.006186,0.018586,0.021438,0.119351,0.202545,0.718847,-0.654209
431100.527382,-0.005891,0.018170,0.020585,0.123870,0.204930,0.720293,-0.651029
431100.544049,-0.005418,0.017877,0.019704,0.128565,0.207077,0.721656,-0.647922
431100.560717,-0.004888,0.017586,0.018749,0.133511,0.209534,0.722891,-0.644747
431100.577385,-0.004308,0.017270,0.017703,0.138437,0.212357,0.723952,-0.641586
431100.594053,-0.003686,0.016953,0.016628,0.142981,0.215119,0.724870,-0.638627
431100.610721,-0.003069,0.016651,0.015646,0.146415,0.217640,0.725730,-0.636013
431100.627389,-0.002450,0.016364,0.014840,0.149481,0.219262,0.726454,-0.633912
431100.644057,-0.001970,0.015618,0.014422,0.151955,0.219944,0.727096,-0.632350
431100.660725,-0.001479,0.015224,0.014025,0.153628,0.220048,0.727644,-0.631278
431100.677393,-0.001059,0.015011,0.013801,0.153902,0.220057,0.727953,-0.630852
431100.694061,-0.000702,0.014959,0.013868,0.152334,0.219732,0.728187,-0.631076
431100.710729,-0.000394,0.015072,0.014256,0.147877,0.219923,0.728419,-0.631801
431100.727397,-0.000107,0.015339,0.014896,0.141232,0.220469,0.728371,-0.633184
431100.744065,0.000115,0.015632,0.015560,0.132979,0.221319,0.727903,-0.635210
431100.760732,0.000260,0.016069,0.016445,0.124355,0.221848,0.727208,-0.637564
431100.777400,0.000372,0.016575,0.017442,0.117115,0.221218,0.726996,-0.639393
431100.794068,0.000548,0.017114,0.018449,0.112092,0.219220,0.727503,-0.640404
431100.810736,0.000794,0.017645,0.019387,0.107998,0.216895,0.728502,-0.640763
431100.827404,0.001042,0.018193,0.020243,0.104886,0.215457,0.729297,-0.640862
431100.844072,0.002103,0.018744,0.020115,0.102322,0.214419,0.729840,-0.641005
431100.860740,0.002498,0.019289,0.020477,0.099889,0.213656,0.729918,-0.641555
431100.877408,0.002642,0.019792,0.020944,0.097134,0.213619,0.729628,-0.642320
431100.894076,0.002706,0.020241,0.021371,0.093340,0.215017,0.729059,-0.643062
431100.910744,0.002782,0.020591,0.021656,0.088701,0.217884,0.728391,-0.643510
431100.927412,0.002890,0.021246,0.022044,0.084246,0.221453,0.727658,-0.643719
431100.944080,0.003007,0.021398,0.021890,0.081560,0.225352,0.726697,-0.643798
431100.960748,0.003132,0.021293,0.021446,0.080897,0.228530,0.725818,-0.643754
431100.977416,0.003262,0.021047,0.020912,0.081637,0.230194,0.725312,-0.643637
431100.994084,0.003335,0.020729,0.020393,0.082718,0.230898,0.724880,-0.643734
431101.010752,0.003323,0.020365,0.019894,0.083933,0.231084,0.724248,-0.644221
431101.027419,0.003254,0.019974,0.019391,0.085372,0.231008,0.723625,-0.644759
431101.044087,0.003036,0.019643,0.019752,0.087209,0.230868,0.723043,-0.645216
431101.060755,0.002954,0.019267,0.019489,0.089850,0.230851,0.722653,-0.645296
431101.077423,0.002925,0.018885,0.018986,0.092831,0.231450,0.722274,-0.645084
431101.094091,0.002911,0.018539,0.018405,0.095450,0.232795,0.721831,-0.644714
431101.110759,0.002921,0.018235,0.017817,0.097148,0.234417,0.721395,-0.644360
431101.127427,0.002947,0.017981,0.017306,0.098940,0.235875,0.721225,-0.643746
431101.144095,0.002251,0.017799,0.017562,0.101320,0.236427,0.721202,-0.643199
431101.160763,0.002036,0.017605,0.017448,0.104551,0.236159,0.721495,-0.642451
431101.177431,0.001988,0.017451,0.017285,0.107746,0.235576,0.722022,-0.641544
431101.194099,0.001992,0.017346,0.017159,0.110352,0.235036,0.722567,-0.640685
431101.210767,0.002007,0.017272,0.017055,0.112549,0.234470,0.722897,-0.640138
431101.227435,0.001807,0.017067,0.016983,0.113626,0.233688,0.722999,-0.640119
431101.244103,0.001734,0.017035,0.017075,0.113409,0.233407,0.723036,-0.640217
431101.260770,0.001686,0.017065,0.017238,0.112079,0.233454,0.722883,-0.640608
431101.277438,0.001620,0.017088,0.017381,0.110613,0.233517,0.722528,-0.641239
431101.294106,0.001506,0.017078,0.017473,0.109382,0.233562,0.721934,-0.642103
431101.310774,0.001346,0.017039,0.017507,0.108148,0.233270,0.721130,-0.643320
431101.327442,0.001149,0.016998,0.017516,0.107574,0.233187,0.720296,-0.644380
431101.344110,0.001149,0.016813,0.017188,0.107679,0.232848,0.719660,-0.645195
431101.360778,0.001071,0.016767,0.017086,0.107506,0.232496,0.719192,-0.645872
431101.377446,0.001041,0.016825,0.017208,0.106169,0.232046,0.719120,-0.646335
431101.394114,0.001088,0.016978,0.017554,0.103337,0.231653,0.719361,-0.646666
431101.410782,0.001171,0.017167,0.017985,0.100228,0.230572,0.719675,-0.647193
431101.427450,0.001190,0.017344,0.018382,0.098465,0.229337,0.719899,-0.647653
431101.444118,0.001201,0.017490,0.018675,0.098499,0.227310,0.720046,-0.648198
431101.460786,0.001047,0.017677,0.019032,0.098793,0.225001,0.719889,-0.649133
