timestamp,x,y,z,rx,ry,rz
431098.860588,-0.001672,0.000102,0.022177,0.042084,0.120073,-0.025124
431098.877256,-0.001650,0.000361,0.023219,0.043605,0.126378,-0.025044
431098.893924,-0.001605,0.000634,0.024464,0.045715,0.134878,-0.024926
431098.910592,-0.001535,0.000892,0.025853,0.048488,0.145178,-0.024660
431098.927260,-0.001471,0.001173,0.027279,0.049807,0.154250,-0.024378
431098.943928,-0.001545,0.001380,0.028827,0.049068,0.162109,-0.024296
431098.960596,-0.001596,0.001692,0.030341,0.047551,0.169586,-0.024319
431098.977263,-0.001632,0.002022,0.031892,0.046015,0.177292,-0.024232
431098.993931,-0.001655,0.002358,0.033478,0.044733,0.184912,-0.024410
431099.010599,-0.001766,0.002577,0.034891,0.044098,0.193098,-0.025152
431099.027267,-0.001841,0.002873,0.036465,0.042819,0.200769,-0.026405
431099.043935,-0.001896,0.003174,0.038049,0.040814,0.208375,-0.027300
431099.060603,-0.001932,0.003441,0.039582,0.038961,0.215512,-0.027633
431099.077271,-0.001962,0.003645,0.041049,0.038032,0.222229,-0.027551
431099.093939,-0.001983,0.003780,0.042435,0.038437,0.228772,-0.027314
431099.110607,-0.002017,0.003853,0.043689,0.041030,0.235232,-0.027355
431099.127275,-0.002070,0.003890,0.044788,0.042258,0.239874,-0.027395
431099.143943,-0.002132,0.003810,0.045738,0.042271,0.243314,-0.027408
431099.160611,-0.002209,0.003761,0.046461,0.040498,0.245759,-0.026959
431099.177279,-0.002294,0.003692,0.046952,0.038156,0.246959,-0.026002
431099.193947,-0.002410,0.003594,0.047209,0.036814,0.246729,-0.024779
431099.210615,-0.002294,0.003138,0.047054,0.038917,0.246270,-0.024303
431099.227283,-0.002371,0.002858,0.046927,0.041184,0.245073,-0.024077
431099.243950,-0.002514,0.002605,0.046707,0.044058,0.243625,-0.023684
431099.260618,-0.002668,0.002350,0.046333,0.046989,0.241419,-0.022887
431099.277286,-0.002821,0.002113,0.045791,0.049767,0.238287,-0.021895
431099.293954,-0.002969,0.001915,0.045120,0.052495,0.234363,-0.021214
431099.310622,-0.003115,0.001773,0.044364,0.056468,0.230836,-0.020876
431099.327290,-0.003252,0.001698,0.043594,0.058287,0.226552,-0.020734
431099.343958,-0.002691,0.001476,0.042505,0.059572,0.222310,-0.020872
431099.360626,-0.002575,0.001427,0.041683,0.060661,0.218421,-0.021505
431099.377294,-0.002623,0.001422,0.040979,0.061463,0.214556,-0.022083
431099.393962,-0.002732,0.001412,0.040380,0.062398,0.210804,-0.022237
431099.410630,-0.002857,0.001407,0.039929,0.064918,0.209076,-0.021670
431099.427298,-0.002960,0.001401,0.039758,0.067401,0.207903,-0.021451
431099.443965,-0.002384,0.001051,0.039355,0.070107,0.208536,-0.021320
431099.460634,-0.002174,0.000913,0.039473,0.071393,0.210555,-0.021036
431099.477301,-0.002063,0.000814,0.039782,0.071080,0.212907,-0.020071
431099.493969,-0.001967,0.000707,0.040171,0.070392,0.215330,-0.018657
431099.510637,-0.001880,0.000607,0.040597,0.070535,0.219483,-0.016942
431099.527305,-0.001797,0.000502,0.041092,0.070936,0.222405,-0.015970
431099.543973,-0.001553,0.000139,0.041513,0.071996,0.225100,-0.015248
431099.560641,-0.001443,-0.000094,0.041910,0.072685,0.227470,-0.014383
431099.577309,-0.001377,-0.000308,0.042206,0.073007,0.229077,-0.013132
431099.593977,-0.001334,-0.000516,0.042377,0.073124,0.229770,-0.011812
431099.610645,-0.001257,-0.000752,0.042253,0.074372,0.231223,-0.010555
431099.627313,-0.001228,-0.000999,0.042249,0.076586,0.231746,-0.010328
431099.643981,-0.001223,-0.001298,0.042199,0.078877,0.231980,-0.010056
431099.660649,-0.001230,-0.001660,0.041996,0.079841,0.230868,-0.009204
431099.677317,-0.001230,-0.002053,0.041633,0.079164,0.228364,-0.007822
431099.693985,-0.001210,-0.002429,0.041207,0.077824,0.225434,-0.006528
431099.710653,-0.001139,-0.003114,0.040568,0.077765,0.223924,-0.006090
431099.727321,-0.001092,-0.003569,0.040143,0.078589,0.221995,-0.006079
431099.743988,-0.001044,-0.003974,0.039861,0.080844,0.221198,-0.006332
431099.760656,-0.000978,-0.004409,0.039693,0.083541,0.221374,-0.006262
431099.777324,-0.000889,-0.004906,0.039591,0.085646,0.221857,-0.005296
431099.793992,-0.000781,-0.005452,0.039521,0.086645,0.222149,-0.003459
431099.810660,-0.000652,-0.005998,0.039484,0.086755,0.222400,-0.001122
431099.827328,-0.000521,-0.006499,0.039476,0.086773,0.224160,0.000908
431099.843996,-0.000396,-0.006921,0.039573,0.086880,0.225179,0.002173
431099.860664,-0.000069,-0.007245,0.039496,0.087642,0.226413,0.002536
431099.877332,0.000072,-0.007535,0.039575,0.087636,0.227392,0.002751
431099.894000,0.000126,-0.007794,0.039663,0.086891,0.227792,0.003116
431099.910668,0.000136,-0.008018,0.039736,0.085912,0.228569,0.003291
431099.927336,0.000135,-0.008197,0.039852,0.085762,0.228974,0.003346
431099.944004,0.000200,-0.008518,0.039902,0.087276,0.229652,0.003049
431099.960672,0.000225,-0.008734,0.040043,0.088440,0.230637,0.003081
431099.977340,0.000252,-0.008923,0.040181,0.088872,0.231570,0.003784
431099.994008,0.000290,-0.009081,0.040272,0.088298,0.232268,0.004908
431100.010675,0.000327,-0.009189,0.040295,0.087587,0.232558,0.005749
431100.027343,0.000164,-0.008941,0.039867,0.085772,0.232702,0.007717
431100.044011,0.000082,-0.008871,0.039581,0.085740,0.231630,0.007921
431100.060679,0.000022,-0.008861,0.039300,0.086769,0.230227,0.007737
431100.077347,-0.000014,-0.008868,0.039043,0.088084,0.229236,0.007556
431100.094015,-0.000033,-0.008864,0.038828,0.088662,0.228921,0.007530
431100.110683,-0.000046,-0.008831,0.038621,0.088348,0.228587,0.007528
431100.127351,0.000118,-0.008937,0.038279,0.087536,0.227560,0.006961
431100.144019,0.000127,-0.008917,0.037966,0.086628,0.225714,0.006496
431100.160687,0.000075,-0.008891,0.037669,0.086909,0.223687,0.006024
431100.177355,-0.000002,-0.008893,0.037402,0.088472,0.221944,0.005777
431100.194023,-0.000067,-0.008912,0.037205,0.090566,0.221017,0.005719
431100.210691,-0.000114,-0.008925,0.037063,0.092199,0.220549,0.005769
431100.227359,-0.000088,-0.008903,0.036857,0.092653,0.219739,0.005645
431100.244027,-0.000088,-0.008869,0.036729,0.092736,0.219107,0.005854
431100.260694,-0.000110,-0.008850,0.036612,0.092958,0.218290,0.006187
431100.277362,-0.000155,-0.008843,0.036480,0.093495,0.217109,0.006636
431100.294030,-0.000230,-0.008829,0.036332,0.094172,0.215538,0.006857
431100.310698,-0.000332,-0.008791,0.036178,0.094331,0.213228,0.006661
431100.327366,-0.000456,-0.008741,0.035983,0.095129,0.211360,0.006023
431100.344034,-0.000612,-0.008513,0.035680,0.096108,0.209003,0.005500
431100.360702,-0.000760,-0.008423,0.035283,0.096706,0.205438,0.004613
431100.377370,-0.000932,-0.008374,0.034776,0.097272,0.200740,0.003400
431100.394038,-0.001134,-0.008316,0.034184,0.097857,0.195259,0.001442
431100.410706,-0.001365,-0.008224,0.033519,0.097832,0.188368,-0.001456
431100.427374,-0.001625,-0.008082,0.032752,0.097282,0.180683,-0.004743
431100.444042,-0.001759,-0.007929,0.031780,0.096699,0.171805,-0.007992
431100.460710,-0.002005,-0.007711,0.030864,0.094964,0.162088,-0.012109
431100.477378,-0.002299,-0.007410,0.029962,0.091368,0.151855,-0.016583
431100.494045,-0.002620,-0.006997,0.029047,0.085549,0.141470,-0.021283
431100.510714,-0.002968,-0.006499,0.028147,0.080044,0.131100,-0.026573
431100.527382,-0.003122,-0.006217,0.027206,0.075731,0.120802,-0.031933
431100.544049,-0.003411,-0.005769,0.026311,0.070918,0.110564,-0.036913
431100.560717,-0.003748,-0.005269,0.025355,0.066253,0.099496,-0.041836
431100.577385,-0.004119,-0.004721,0.024309,0.062214,0.087925,-0.046666
431100.594053,-0.004508,-0.004134,0.023239,0.058723,0.077009,-0.051166
431100.610721,-0.004860,-0.003548,0.022255,0.056481,0.068105,-0.055485
431100.627389,-0.005126,-0.002951,0.021425,0.053700,0.061050,-0.058711
431100.644057,-0.004785,-0.002436,0.020663,0.050594,0.056245,-0.060955
431100.660725,-0.004724,-0.001938,0.020114,0.047932,0.053492,-0.062500
431100.677393,-0.004711,-0.001515,0.019810,0.047294,0.053030,-0.063388
431100.694061,-0.004666,-0.001151,0.019836,0.048840,0.055859,-0.063919
431100.710729,-0.004574,-0.000833,0.020223,0.055039,0.062335,-0.065182
431100.727397,-0.004469,-0.000536,0.020903,0.064938,0.071631,-0.066231
431100.744065,-0.004367,-0.000302,0.021618,0.077777,0.082932,-0.066641
431100.760732,-0.004254,-0.000146,0.022596,0.090870,0.095234,-0.066329
431100.777400,-0.004133,-0.000021,0.023707,0.100129,0.107031,-0.066335
431100.794068,-0.004040,0.000164,0.024843,0.103961,0.117376,-0.066941
431100.810736,-0.003985,0.000416,0.025918,0.105665,0.126740,-0.068578
431100.827404,-0.003990,0.000664,0.026935,0.107345,0.133373,-0.070245
431100.844072,-0.004618,0.001671,0.027133,0.109009,0.138632,-0.071444
431100.860740,-0.004907,0.002040,0.027737,0.111253,0.143346,-0.071518
431100.877408,-0.005080,0.002168,0.028405,0.115187,0.147531,-0.071233
431100.894076,-0.005222,0.002219,0.029010,0.122612,0.151226,-0.071630
431100.910744,-0.005362,0.002282,0.029441,0.133146,0.154067,-0.073258
431100.927412,-0.005701,0.002357,0.030127,0.144380,0.155616,-0.075336
431100.944080,-0.005922,0.002454,0.030083,0.153840,0.154072,-0.076670
431100.960748,-0.006093,0.002563,0.029656,0.159573,0.150556,-0.077127
431100.977416,-0.006196,0.002684,0.029075,0.161148,0.147107,-0.076971
431100.994084,-0.006226,0.002754,0.028466,0.160971,0.144531,-0.076082
431101.010752,-0.006200,0.002745,0.027849,0.160122,0.142522,-0.074122
431101.027419,-0.006147,0.002681,0.027214,0.158626,0.140557,-0.071902
431101.044087,-0.005652,0.002510,0.027331,0.156475,0.138089,-0.069653
431101.060755,-0.005478,0.002444,0.026903,0.153227,0.134231,-0.067890
431101.077423,-0.005436,0.002418,0.026273,0.150298,0.128976,-0.066648
431101.094091,-0.005470,0.002401,0.025597,0.148862,0.123182,-0.065995
431101.110759,-0.005544,0.002404,0.024940,0.149016,0.118353,-0.065836
431101.127427,-0.005618,0.002423,0.024374,0.148599,0.113593,-0.066285
431101.144095,-0.005259,0.001758,0.024486,0.146100,0.109253,-0.066220
431101.160763,-0.005141,0.001553,0.024283,0.141121,0.104798,-0.066160
431101.177431,-0.005099,0.001509,0.024062,0.135581,0.100824,-0.066520
431101.194099,-0.005082,0.001515,0.023899,0.130874,0.097660,-0.067106
431101.210767,-0.005080,0.001530,0.023771,0.126877,0.095160,-0.067138
431101.227435,-0.004930,0.001343,0.023598,0.124325,0.094670,-0.066526
431101.244103,-0.004846,0.001279,0.023657,0.124229,0.095397,-0.066419
431101.260770,-0.004776,0.001237,0.023809,0.126233,0.097334,-0.066259
431101.277438,-0.004711,0.001176,0.023941,0.128616,0.099468,-0.065563
431101.294106,-0.004640,0.001069,0.024012,0.130862,0.101300,-0.064119
431101.310774,-0.004574,0.000914,0.024018,0.132864,0.103638,-0.061777
431101.327442,-0.004517,0.000722,0.024003,0.134259,0.104690,-0.059411
431101.344110,-0.004544,0.000720,0.023627,0.134232,0.105079,-0.057257
431101.360778,-0.004555,0.000640,0.023517,0.134424,0.105886,-0.055631
431101.377446,-0.004533,0.000612,0.023650,0.135725,0.108538,-0.055282
431101.394114,-0.004473,0.000665,0.024023,0.138856,0.113308,-0.056191
431101.410782,-0.004400,0.000756,0.024487,0.141415,0.119471,-0.056767
431101.427450,-0.004329,0.000781,0.024915,0.142026,0.123856,-0.056682
431101.444118,-0.004289,0.000796,0.025241,0.139256,0.126712,-0.055291
431101.460786,-0.004232,0.000647,0.025641,0.136029,0.129612,-0.052733
431101.477454,-0.004152,0.000426,0.026244,0.134042,0.133961,-0.050073
431101.494122,-0.004051,0.000202,0.027088,0.133558,0.140306,-0.047958
431101.510790,-0.003944,0.000011,0.028113,0.134341,0.148474,-0.045833
431101.527457,-0.003849,-0.000206,0.029233,0.136312,0.156701,-0.044555
431101.544125,-0.003721,-0.000680,0.030574,0.138490,0.164129,-0.043164
431101.560793,-0.003656,-0.001015,0.031660,0.139351,0.169851,-0.041502
431101.577461,-0.003642,-0.001254,0.032566,0.137911,0.173621,-0.040130
431101.594129,-0.003650,-0.001432,0.033410,0.135454,0.176927,-0.039340
431101.610797,-0.003651,-0.001591,0.034275,0.134069,0.180865,-0.038934
431101.627465,-0.003597,-0.001983,0.035286,0.134352,0.185162,-0.038286
431101.644133,-0.003590,-0.002216,0.036121,0.135110,0.188843,-0.037836
431101.660801,-0.003630,-0.002381,0.036774,0.135441,0.191024,-0.037436
431101.677469,-0.003716,-0.002516,0.037246,0.135047,0.191409,-0.036957
431101.694137,-0.003848,-0.002629,0.037542,0.133699,0.189906,-0.036443
431101.710805,-0.004024,-0.002693,0.037677,0.131329,0.186757,-0.036136
431101.727473,-0.003858,-0.002919,0.037635,0.129121,0.183648,-0.035969
431101.744141,-0.003935,-0.002963,0.037694,0.127024,0.180410,-0.036708
431101.760809,-0.004098,-0.002952,0.037816,0.125615,0.177637,-0.037530
431101.777476,-0.004278,-0.002950,0.037978,0.124928,0.175595,-0.037963
431101.794144,-0.004448,-0.002992,0.038125,0.125358,0.173702,-0.037742
431101.810812,-0.004608,-0.003063,0.038233,0.127235,0.171653,-0.037145
431101.827480,-0.004205,-0.003518,0.038437,0.130536,0.170470,-0.036412
431101.844148,-0.004149,-0.003734,0.038487,0.133350,0.167846,-0.035945
431101.860816,-0.004233,-0.003856,0.038337,0.134766,0.163765,-0.035487
431101.877484,-0.004373,-0.003948,0.037970,0.135331,0.158206,-0.035013
431101.894152,-0.004542,-0.004029,0.037396,0.136227,0.151328,-0.034573
431101.910820,-0.004702,-0.004099,0.036728,0.138247,0.144579,-0.034385
431101.927488,-0.004347,-0.004133,0.036081,0.141642,0.140386,-0.034496
431101.944156,-0.004216,-0.004207,0.035562,0.145031,0.137119,-0.034134
431101.960824,-0.004130,-0.004307,0.035109,0.147281,0.134969,-0.033161
431101.977492,-0.004045,-0.004435,0.034719,0.148794,0.134072,-0.031869
431101.994159,-0.003946,-0.004581,0.034388,0.150645,0.134439,-0.030714
431102.010827,-0.003855,-0.004722,0.034073,0.153103,0.135418,-0.029725
431102.027495,-0.003477,-0.004764,0.033850,0.155970,0.137221,-0.029202
431102.044163,-0.003312,-0.004780,0.033666,0.159379,0.139262,-0.029169
